premise,conclusion,support,support_pct,confidence,lift,leverage,cross_domain
"mobility_drop_workplace, mobility_drop_retail_lead2",mobility_drop_workplace_lead7,87,13.24200913242009,91.95402298850574,5.646148888172736,0.10019946762299924,False
"mobility_drop_workplace, mobility_drop_retail_lead7",mobility_drop_workplace_lead2,87,13.24200913242009,90.80459770114942,5.575572027070577,0.09867739760777854,False
"mobility_drop_workplace, mobility_drop_retail_lead7",mobility_drop_workplace_lead7,87,13.24200913242009,91.95402298850574,5.646148888172736,0.10019946762299924,False
"mobility_drop_workplace, mobility_drop_transit_lead2",mobility_drop_workplace_lead2,101,15.37290715372907,84.15841584158416,5.167484038123439,0.10433940539651429,False
"mobility_drop_workplace, mobility_drop_transit_lead2",mobility_drop_workplace_lead7,101,15.37290715372907,79.20792079207921,4.86351438882206,0.09672905532041079,False
"mobility_drop_workplace, mobility_drop_transit_lead7",mobility_drop_workplace_lead2,98,14.916286149162861,84.6938775510204,5.200362387945833,0.102038925145199,False
"mobility_drop_workplace, mobility_drop_transit_lead7",mobility_drop_workplace_lead7,98,14.916286149162861,81.63265306122449,5.0123974823574295,0.0974727150995369,False
"mobility_drop_workplace, mobility_drop_workplace_lead2",mobility_drop_workplace_lead7,85,12.93759512937595,88.23529411764706,5.417811984606927,0.0930848907329798,False
"mobility_drop_workplace, mobility_drop_workplace_lead7",lockdown_mentioned,80,12.1765601217656,75.0,2.335308056872038,0.052218353338013064,True
"mobility_drop_workplace, mobility_drop_workplace_lead7",mobility_drop_workplace_lead2,80,12.1765601217656,93.75,5.75642523364486,0.09432432369818997,False
"mobility_drop_workplace, residential_increase_lead2",mobility_drop_workplace_lead2,96,14.61187214611872,88.54166666666666,5.436623831775701,0.10557883836172445,False
"mobility_drop_workplace, residential_increase_lead2",mobility_drop_workplace_lead7,96,14.61187214611872,83.33333333333334,5.116822429906542,0.09796848828562095,False
"mobility_drop_workplace, residential_increase_lead7",mobility_drop_workplace_lead2,94,14.30745814307458,86.17021276595744,5.291012129648041,0.09998633148692572,False
"mobility_drop_workplace, residential_increase_lead7",mobility_drop_workplace_lead7,94,14.30745814307458,85.1063829787234,5.22569099224498,0.09846426147170502,False
"mobility_drop_workplace, severe_lockdown_behavior_lead7",lockdown_mentioned,80,12.1765601217656,75.0,2.335308056872038,0.052218353338013064,True
"mobility_drop_workplace, sentiment_shift_detected_lead7",mobility_drop_workplace_lead2,66,10.045662100456621,77.27272727272727,4.7446898895497025,0.061265055635481604,True
"mobility_drop_workplace, sentiment_shift_detected_lead7",mobility_drop_workplace_lead7,66,10.045662100456621,75.75757575757575,4.651656754460493,0.059742985620260904,True
"residential_increase, partial_restrictions",residential_increase_lead7,172,26.17960426179604,81.97674418604652,1.8636235615997427,0.09945349114674192,False
"residential_increase, partial_restrictions",partial_restrictions_lead2,172,26.17960426179604,89.53488372093024,2.1084021005251317,0.1232251204103334,False
"residential_increase, partial_restrictions",partial_restrictions_lead7,172,26.17960426179604,90.11627906976744,2.122093023255814,0.1247471904255541,False
"residential_increase, high_positive_sentiment",residential_increase_lead7,110,16.7427701674277,87.27272727272727,1.9840201321170179,0.07247091965926018,True
"residential_increase, sentiment_shift_detected",residential_increase_lead2,178,27.09284627092846,82.02247191011236,1.8646631157420008,0.10304668839728576,True
"residential_increase, sentiment_shift_detected",residential_increase_lead7,178,27.09284627092846,89.8876404494382,2.0434664282104116,0.12435566861037556,True
"residential_increase, sentiment_improved",high_positive_sentiment,92,14.00304414003044,75.0,1.9323529411764706,0.05067311635148002,True
"residential_increase, sentiment_improved",residential_increase_lead2,92,14.00304414003044,83.69565217391305,1.902700466375809,0.05560304784674585,True
"residential_increase, sentiment_improved",residential_increase_lead7,92,14.00304414003044,88.04347826086956,2.001542049044682,0.06169132790762865,True
"residential_increase, sentiment_worsened",residential_increase_lead2,86,13.08980213089802,80.23255813953489,1.8239719964593224,0.04744364055053991,True
"residential_increase, sentiment_worsened",residential_increase_lead7,86,13.08980213089802,91.86046511627907,2.088315764062123,0.0626643407027469,True
"residential_increase, dominant_emotion_fear",residential_increase_lead2,248,37.74733637747336,82.66129032258065,1.879185735015069,0.1459820363304444,True
"residential_increase, dominant_emotion_fear",residential_increase_lead7,248,37.74733637747336,89.51612903225806,2.0350206496260745,0.1718572265891963,True
"residential_increase, covid_topic_detected",residential_increase_lead2,262,39.87823439878234,83.58778625954199,1.900248289706543,0.15791765995056167,True
"residential_increase, covid_topic_detected",residential_increase_lead7,262,39.87823439878234,89.31297709923665,2.0304022821521963,0.18074871017887217,True
"residential_increase, lockdown_mentioned",residential_increase_lead2,116,17.65601217656012,87.93103448275862,1.9989858012170385,0.07758618692502472,True
"residential_increase, lockdown_mentioned",residential_increase_lead7,116,17.65601217656012,93.10344827586206,2.116573201288629,0.08671860701634893,True
